fiscal_year,fiscal_quarter,visits,bounces,brand,fiscal_quarter_start_date,fiscal_month,fiscal_week,sales,fiscal_year_start_date,fiscal_week_start_date,fiscal_month_start_date,device_category,date,units,orders
2017,1,33991,11704,JAB,2017-02-05,1,4,54205.468631819676,2017-02-05,2017-02-26,2017-02-05,mobile,2017-02-26,1410.6038808966209,462.20276497695852
2017,1,10390,2910,JAB,2017-02-05,1,4,41279.221332241454,2017-02-05,2017-02-26,2017-02-05,tablet,2017-02-26,1072.2930746068919,298.30107526881716
2017,1,,,JAB,2017-02-05,1,4,6685.6499999999996,2017-02-05,2017-02-26,2017-02-05,telesales,2017-02-26,159.0,51.0
2017,1,31334,7268,JAB,2017-02-05,1,4,78265.188419572558,2017-02-05,2017-02-26,2017-02-05,desktop,2017-02-27,1738.9684968496849,674.13372093023258
2017,1,21954,8715,JAB,2017-02-05,1,4,15418.990809224044,2017-02-05,2017-02-26,2017-02-05,mobile,2017-02-27,364.019801980198,148.62790697674419
2017,1,5904,1875,JAB,2017-02-05,1,4,11381.630771203376,2017-02-05,2017-02-26,2017-02-05,tablet,2017-02-27,269.01170117011702,90.238372093023258
2017,1,,,JAB,2017-02-05,1,4,5064.9300000000003,2017-02-05,2017-02-26,2017-02-05,telesales,2017-02-27,185.0,54.0
2017,1,27678,5823,JAB,2017-02-05,1,4,120155.90407171116,2017-02-05,2017-02-26,2017-02-05,desktop,2017-02-28,1714.4534313725492,731.986798679868
2017,1,20487,7422,JAB,2017-02-05,1,4,23708.471311686477,2017-02-05,2017-02-26,2017-02-05,mobile,2017-02-28,313.79166666666669,144.08360836083608
2017,1,5342,1478,JAB,2017-02-05,1,4,13327.424616602369,2017-02-05,2017-02-26,2017-02-05,tablet,2017-02-28,186.75490196078434,79.929592959295931
2017,1,,,JAB,2017-02-05,1,4,4479.3699999999999,2017-02-05,2017-02-26,2017-02-05,telesales,2017-02-28,103.0,45.0
2017,1,42319,8663,JAB,2017-02-05,1,4,294976.51029631228,2017-02-05,2017-02-26,2017-02-05,desktop,2017-03-01,8894.2818563712735,2514.5276153346331
2017,1,30525,9522,JAB,2017-02-05,1,4,69259.94512268492,2017-02-05,2017-02-26,2017-02-05,mobile,2017-03-01,2056.4462892578517,614.63742690058473
2017,1,7799,1688,JAB,2017-02-05,1,4,39878.044581002992,2017-02-05,2017-02-26,2017-02-05,tablet,2017-03-01,1179.2718543708743,316.8349577647823
2017,1,,,JAB,2017-02-05,1,4,7511.2700000000004,2017-02-05,2017-02-26,2017-02-05,telesales,2017-03-01,190.0,82.0
2017,1,34402,4705,JAB,2017-02-05,1,4,236972.30875907521,2017-02-05,2017-02-26,2017-02-05,desktop,2017-03-02,6218.6222032207488,1894.1625107480652
2017,1,27444,8587,JAB,2017-02-05,1,4,44644.029073660073,2017-02-05,2017-02-26,2017-02-05,mobile,2017-03-02,1286.8167307966366,413.69303525365439
2017,1,6843,1393,JAB,2017-02-05,1,4,32094.382167264775,2017-02-05,2017-02-26,2017-02-05,tablet,2017-03-02,847.56106598261374,258.14445399828031
2017,1,,,JAB,2017-02-05,1,4,8064.1000000000004,2017-02-05,2017-02-26,2017-02-05,telesales,2017-03-02,210.0,83.0
2017,1,29045,3709,JAB,2017-02-05,1,4,193056.04627224084,2017-02-05,2017-02-26,2017-02-05,desktop,2017-03-03,5005.9901477832509,1532.9911504424779
2017,1,25291,7862,JAB,2017-02-05,1,4,44040.388317237055,2017-02-05,2017-02-26,2017-02-05,mobile,2017-03-03,1106.7586206896551,372.0
2017,1,6730,1396,JAB,2017-02-05,1,4,28978.255410522033,2017-02-05,2017-02-26,2017-02-05,tablet,2017-03-03,731.25123152709364,203.00884955752213
2017,1,,,JAB,2017-02-05,1,4,4780.3800000000001,2017-02-05,2017-02-26,2017-02-05,telesales,2017-03-03,117.0,62.0
2017,1,25301,3077,JAB,2017-02-05,1,4,228153.86386101285,2017-02-05,2017-02-26,2017-02-05,desktop,2017-03-04,6067.945659377071,1705.8254437869821
2017,1,33999,10508,JAB,2017-02-05,1,4,71726.06192004279,2017-02-05,2017-02-26,2017-02-05,mobile,2017-03-04,1953.4910536779325,563.74218089602698
2017,1,9543,1933,JAB,2017-02-05,1,4,56667.084218944437,2017-02-05,2017-02-26,2017-02-05,tablet,2017-03-04,1408.5632869449967,387.43237531699071
2017,1,,,JAB,2017-02-05,1,4,4837.2700000000004,2017-02-05,2017-02-26,2017-02-05,telesales,2017-03-04,140.0,40.0
2017,1,31547,4124,JAB,2017-02-05,2,5,351700.98390014243,2017-02-05,2017-03-05,2017-03-05,desktop,2017-03-05,8482.1399770094613,2408.1235791314489
2017,1,42542,13283,JAB,2017-02-05,2,5,110725.33971318103,2017-02-05,2017-03-05,2017-03-05,mobile,2017-03-05,2789.2941904677691,842.17924803264361
2017,1,11771,2454,JAB,2017-02-05,2,5,82156.506386676745,2017-02-05,2017-03-05,2017-03-05,tablet,2017-03-05,2049.5658325227691,546.69717283590785
2017,1,,,JAB,2017-02-05,2,5,7076.46,2017-02-05,2017-03-05,2017-03-05,telesales,2017-03-05,159.0,51.0
2017,1,32321,6897,JAB,2017-02-05,2,5,76777.296601908296,2017-02-05,2017-03-05,2017-03-05,desktop,2017-03-06,1968.5016474464578,735.27450980392155
2017,1,24524,8597,JAB,2017-02-05,2,5,13396.427257231899,2017-02-05,2017-03-05,2017-03-05,mobile,2017-03-06,409.29242174629326,147.479302832244
2017,1,6465,1787,JAB,2017-02-05,2,5,11832.836140859788,2017-02-05,2017-03-05,2017-03-05,tablet,2017-03-06,251.20593080724876,91.246187363834423
2017,1,,,JAB,2017-02-05,2,5,5081.5500000000002,2017-02-05,2017-03-05,2017-03-05,telesales,2017-03-06,128.0,42.0
2017,1,24322,4880,JAB,2017-02-05,2,5,69744.570227186923,2017-02-05,2017-03-05,2017-03-05,desktop,2017-03-07,2111.3244219653179,647.29248554913295
2017,1,19922,7383,JAB,2017-02-05,2,5,15861.076604691782,2017-02-05,2017-03-05,2017-03-05,mobile,2017-03-07,665.30130057803467,198.26011560693641
2017,1,4890,1321,JAB,2017-02-05,2,5,6767.3631681212764,2017-02-05,2017-03-05,2017-03-05,tablet,2017-03-07,237.37427745664738,81.447398843930628
2017,1,,,JAB,2017-02-05,2,5,4309.4099999999999,2017-02-05,2017-03-05,2017-03-05,telesales,2017-03-07,92.0,40.0
2017,1,23603,4100,JAB,2017-02-05,2,5,85673.240259792234,2017-02-05,2017-03-05,2017-03-05,desktop,2017-03-08,1983.9452054794519,644.41516245487367
2017,1,20083,7381,JAB,2017-02-05,2,5,19168.178453965291,2017-02-05,2017-03-05,2017-03-05,mobile,2017-03-08,479.34246575342468,156.51624548736461
2017,1,4831,1264,JAB,2017-02-05,2,5,10986.10128624245,2017-02-05,2017-03-05,2017-03-05,tablet,2017-03-08,290.71232876712332,96.068592057761734
2017,1,,,JAB,2017-02-05,2,5,7151.9700000000003,2017-02-05,2017-03-05,2017-03-05,telesales,2017-03-08,151.0,46.0
2017,1,21404,3807,JAB,2017-02-05,2,5,74891.761642723242,2017-02-05,2017-03-05,2017-03-05,desktop,2017-03-09,1117.7559109874826,439.37918871252202
2017,1,18934,6705,JAB,2017-02-05,2,5,20584.32835729318,2017-02-05,2017-03-05,2017-03-05,mobile,2017-03-09,264.6467315716273,98.807760141093468
2017,1,4570,1205,JAB,2017-02-05,2,5,13785.689999983557,2017-02-05,2017-03-05,2017-03-05,tablet,2017-03-09,164.59735744089011,57.813051146384474
2017,1,,,JAB,2017-02-05,2,5,5838.3500000000004,2017-02-05,2017-03-05,2017-03-05,telesales,2017-03-09,92.0,35.0
2017,1,20890,4021,JAB,2017-02-05,2,5,62809.210804466973,2017-02-05,2017-03-05,2017-03-05,desktop,2017-03-10,937.90445344129557,401.30079681274901
2017,1,18509,6905,JAB,2017-02-05,2,5,13170.663158798112,2017-02-05,2017-03-05,2017-03-05,mobile,2017-03-10,269.36356275303643,99.513944223107572
2017,1,4690,1287,JAB,2017-02-05,2,5,8524.7060367348568,2017-02-05,2017-03-05,2017-03-05,tablet,2017-03-10,128.73198380566802,42.185258964143429
2017,1,,,JAB,2017-02-05,2,5,4096.6800000000003,2017-02-05,2017-03-05,2017-03-05,telesales,2017-03-10,85.0,33.0
2017,1,19403,3715,JAB,2017-02-05,2,5,87528.99726636734,2017-02-05,2017-03-05,2017-03-05,desktop,2017-03-11,1390.6881485527033,511.47584187408489
2017,1,24628,8439,JAB,2017-02-05,2,5,23054.656169148799,2017-02-05,2017-03-05,2017-03-05,mobile,2017-03-11,371.21518296013107,134.88286969253295
2017,1,6812,1711,JAB,2017-02-05,2,5,13316.766564483822,2017-02-05,2017-03-05,2017-03-05,tablet,2017-03-11,243.09666848716549,90.641288433382144
2017,1,,,JAB,2017-02-05,2,5,2642.1300000000001,2017-02-05,2017-03-05,2017-03-05,telesales,2017-03-11,53.0,25.0
2017,1,17822,3085,JAB,2017-02-05,2,6,93509.208086650091,2017-02-05,2017-03-12,2017-03-05,desktop,2017-03-12,1369.6095444685466,543.63881401617255
2017,1,22733,7841,JAB,2017-02-05,2,6,23134.578426688757,2017-02-05,2017-03-12,2017-03-05,mobile,2017-03-12,335.14099783080258,144.09703504043125
2017,1,6842,1750,JAB,2017-02-05,2,6,28681.003486661135,2017-02-05,2017-03-12,2017-03-05,tablet,2017-03-12,355.24945770065074,122.26415094339622
2017,1,,,JAB,2017-02-05,2,6,2805.8899999999999,2017-02-05,2017-03-12,2017-03-05,telesales,2017-03-12,44.0,24.0
2017,1,41471,6107,JAB,2017-02-05,2,6,291709.43358821963,2017-02-05,2017-03-12,2017-03-05,desktop,2017-03-13,7707.3256418957126,2269.6427600271927
2017,1,41352,11270,JAB,2017-02-05,2,6,83470.362067513357,2017-02-05,2017-03-12,2017-03-05,mobile,2017-03-13,2124.951928514874,697.74269204622703
2017,1,9521,1896,JAB,2017-02-05,2,6,44110.22434426735,2017-02-05,2017-03-12,2017-03-05,tablet,2017-03-13,1218.722429589413,359.6145479265806
2017,1,,,JAB,2017-02-05,2,6,7029.2799999999997,2017-02-05,2017-03-12,2017-03-05,telesales,2017-03-13,188.0,82.0
2017,1,50886,7101,JAB,2017-02-05,2,6,428033.84057850169,2017-02-05,2017-03-12,2017-03-05,desktop,2017-03-14,10315.749302406697,3091.2898512914167
2017,1,45210,12977,JAB,2017-02-05,2,6,96499.053040720144,2017-02-05,2017-03-12,2017-03-05,mobile,2017-03-14,2368.4181199860482,814.86355335246549
2017,1,10563,2226,JAB,2017-02-05,2,6,64271.536380778132,2017-02-05,2017-03-12,2017-03-05,tablet,2017-03-14,1454.832577607255,419.84659535611792
2017,1,,,JAB,2017-02-05,2,6,10013.82,2017-02-05,2017-03-12,2017-03-05,telesales,2017-03-14,216.0,95.0
2017,1,39286,5476,JAB,2017-02-05,2,6,267571.10353634431,2017-02-05,2017-03-12,2017-03-05,desktop,2017-03-15,6135.9040215278819,1972.1744335185977
2017,1,32191,9279,JAB,2017-02-05,2,6,52000.851161485443,2017-02-05,2017-03-12,2017-03-05,mobile,2017-03-15,1251.6673643294962,451.07054296707997
2017,1,6969,1517,JAB,2017-02-05,2,6,25420.275302170437,2017-02-05,2017-03-12,2017-03-05,tablet,2017-03-15,563.42861414262222,194.75502351432235
2017,1,,,JAB,2017-02-05,2,6,9525.1700000000001,2017-02-05,2017-03-12,2017-03-05,telesales,2017-03-15,211.0,87.0
2017,1,26839,4913,JAB,2017-02-05,2,6,75495.699477023387,2017-02-05,2017-03-12,2017-03-05,desktop,2017-03-16,1327.2122370936902,445.40689655172412
2017,1,23084,8948,JAB,2017-02-05,2,6,19279.60203736879,2017-02-05,2017-03-12,2017-03-05,mobile,2017-03-16,278.21287444231996,109.2103448275862
2017,1,5848,1636,JAB,2017-02-05,2,6,11096.328485607808,2017-02-05,2017-03-12,2017-03-05,tablet,2017-03-16,183.57488846398982,66.382758620689657
2017,1,,,JAB,2017-02-05,2,6,7779.8500000000004,2017-02-05,2017-03-12,2017-03-05,telesales,2017-03-16,173.0,48.0
2017,1,22965,3912,JAB,2017-02-05,2,6,102510.98188787089,2017-02-05,2017-03-12,2017-03-05,desktop,2017-03-17,1288.9916666666666,518.62068965517244
2017,1,21019,7691,JAB,2017-02-05,2,6,30275.448953500421,2017-02-05,2017-03-12,2017-03-05,mobile,2017-03-17,376.83333333333331,152.34482758620689
2017,1,5082,1306,JAB,2017-02-05,2,6,14248.779158628633,2017-02-05,2017-03-12,2017-03-05,tablet,2017-03-17,196.17500000000001,81.034482758620683
2017,1,,,JAB,2017-02-05,2,6,3859.1599999999999,2017-02-05,2017-03-12,2017-03-05,telesales,2017-03-17,70.0,42.0
2017,1,20751,3455,JAB,2017-02-05,2,6,134080.97177531786,2017-02-05,2017-03-12,2017-03-05,desktop,2017-03-18,2639.0926544240401,831.14383561643831
2017,1,27248,9768,JAB,2017-02-05,2,6,32571.227138493676,2017-02-05,2017-03-12,2017-03-05,mobile,2017-03-18,657.86393989983299,237.77568493150687
2017,1,7475,1871,JAB,2017-02-05,2,6,29753.451086188408,2017-02-05,2017-03-12,2017-03-05,tablet,2017-03-18,624.04340567612689,182.08047945205479
2017,1,,,JAB,2017-02-05,2,6,3761.3000000000002,2017-02-05,2017-03-12,2017-03-05,telesales,2017-03-18,88.0,34.0
2017,1,21724,3711,JAB,2017-02-05,2,7,195889.19500528768,2017-02-05,2017-03-19,2017-03-05,desktop,2017-03-19,3542.300650850304,1117.3584905660377
2017,1,27989,9957,JAB,2017-02-05,2,7,48043.061794828121,2017-02-05,2017-03-19,2017-03-05,mobile,2017-03-19,863.62334663027502,305.41132075471694
2017,1,7955,1952,JAB,2017-02-05,2,7,46339.073199884202,2017-02-05,2017-03-19,2017-03-05,tablet,2017-03-19,888.07600251942051,269.23018867924526
2017,1,,,JAB,2017-02-05,2,7,4727.6499999999996,2017-02-05,2017-03-19,2017-03-05,telesales,2017-03-19,111.0,32.0
2017,1,25504,5071,JAB,2017-02-05,2,7,63561.666804941291,2017-02-05,2017-03-19,2017-03-05,desktop,2017-03-20,1164.967880085653,448.26896551724138
